Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H,,,,
303,690,H,Oregon,37,45,82,4,5.5,-240,4.5,,,,
303,691,V,Maryland,26,29,55,4,4.5,-185,4,,,,
303,692,H,Northwestern,28,32,60,132,131.5,165,69,,,,
303,693,V,BostonCollege,35,29,64,154,151.5,1400,81,,,,
303,694,H,FloridaState,53,40,93,18.5,19,-4000,6,,,,
303,695,V,SanDiegoState,35,36,71,11,9.5,-550,4,,,,
303,696,H,UNLV,28,34,62,133,132,425,71,,,,
303,697,V,IdahoState,31,37,68,144,147.5,625,76.5,,,,
303,698,H,E.Washington,37,26,63,15,13,-950,6.5,,,,
303,699,V,Stanford,17,25,42,137,136.5,320,70.5,,,,
303,700,H,USC,36,43,79,8,8,-380,0.5,,,,
303,701,N,St.Josephs,34,38,72,2,3,-160,3,,,,
303,702,N,LaSalle,39,27,66,152,150,140,80.5,,,,
303,703,N,Fordham,25,24,49,127,126.5,290,67.5,,,,
303,704,N,GeoWashington,28,25,53,5.5,7.5,-350,4,,,,
303,705,N,SIUEdwardsville,30,31,61,148,146.5,1200,77.5,,,,
303,706,N,Belmont,43,35,78,20,19.5,-3000,7.5,,,,
303,707,N,SEMissouriSt,20,34,54,131.5,131.5,270,68,,,,
303,708,N,MoreheadState,29,32,61,8.5,8,-330,2,,,,
303,307009,V,Merrimack,31,28,59,128,129,170,68.5,,,,
303,307010,H,Wagner,26,38,64,5,4.5,-190,5,,,,
303,307013,V,FloridaA&M,25,40,65,125.5,129.5,150,1,,,,
303,307014,H,NCCentral,35,23,58,3.5,3.5,-170,68,,,,
303,307015,V,TexasA&MCorpus,25,36,61,142,144,950,76.5,,,,
303,307016,H,SamHoustonSt,47,37,84,15,15.5,-1800,4,,,,
303,307017,V,NorthwesternSt,43,40,83,153,154.5,190,81.5,,,,
303,307018,H,NewOrleansU,36,56,92,5,5,-220,5.5,,,,
303,307019,V,SELouisiana,29,42,71,150,149.5,110,2,,,,
303,307020,H,CentralArkansas,43,45,88,1,2,-130,79,,,,
303,307021,V,IncarnateWord,39,28,67,142.5,145,150,78,,,,
303,307022,H,HoustonBaptist,36,36,72,2.5,4.5,-170,4,,,,
303,307023,V,AbileneChristian,28,35,63,1,145.5,100,0.5,,,,
303,307024,H,StephenF.Austin,34,27,61,144,1.5,-120,76,,,,
303,307027,V,Lehigh,23,35,58,142,141,250,73,,,,
303,307028,H,BostonU,31,38,69,8,7,-300,2,,,,
304,717,V,Monmouth,29,39,77,5.5,5.5,-220,5,,,,
304,718,H,Rider,38,30,74,155,158,190,81.5,,,,
304,719,V,St.Peter's,33,27,60,2.5,4.5,-180,1.5,,,,
304,720,H,Quinnipiac,29,36,65,128,132,160,71.5,,,,
304,723,V,Fairfield,32,27,59,124.5,124.5,175,67.5,,,,
304,724,H,Manhattan,29,40,69,5,4,-200,4,,,,
304,725,V,MiddleTennSt,24,26,50,138,140,330,74.5,,,,
304,726,H,FlaAtlantic,37,43,80,7.5,8,-400,1,,,,
304,727,V,OklahomaState,31,39,70,149,148,525,78.5,,,,
304,728,H,Baylor,42,39,81,11.5,12.5,-750,4.5,,,,
304,729,V,MichiganState,28,22,50,140,139.5,550,74,,,,
304,730,H,Michigan,39,30,69,13,12,-800,4,,,,
304,731,V,TCU,18,49,67,145.5,142.5,700,73,,,,
304,732,H,WestVirginia,32,44,76,13.5,13,-1100,4,,,,
304,733,V,Canisius,25,41,66,137.5,140.5,210,74.5,,,,
304,734,H,Siena,36,37,73,6,6.5,-250,1,,,,
304,735,V,Vanderbilt,47,31,78,148,145.5,240,78.5,,,,
304,736,H,Cincinnati,35,29,64,5.5,6.5,-280,6.5,,,,
304,737,V,IowaState,27,27,54,137,138,950,73,,,,
304,738,H,TexasTech,35,46,81,17,17.5,-1800,8,,,,
304,741,V,UTEP,34,28,62,135,136,950,71.5,,,,
304,742,H,Kansas,20,47,67,17,17,-1800,14,,,,
304,745,V,ArizonaState,30,31,61,147.5,147,450,77,,,,
304,746,H,Colorado,31,44,75,11,10.5,-600,6.5,,,,
304,747,V,Nebraska,26,38,64,152,155.5,950,82,,,,
304,748,H,Iowa,48,54,102,16.5,17.5,-1800,5.5,,,,
304,749,V,Texas,44,25,69,142,144,125,76.5,,,,
304,750,H,Oklahoma,34,31,65,2,2,-145,4,,,,
304,751,V,No.Colorado,27,32,59,147.5,146.5,425,76.5,,,,
304,752,H,WeberState,30,30,60,11,10,-550,6,,,,
304,753,V,CentralFlorida,36,28,64,2.5,2,-130,72.5,,,,
304,754,H,EastCarolina,28,32,60,133.5,133.5,110,2,,,,
304,755,V,Wyoming,35,24,59,149,146,900,77.5,,,,
304,756,H,UtahState,38,34,72,16,16.5,-1600,9,,,,
304,757,V,SouthernUtah,29,39,68,1.5,2.5,-140,76.5,,,,
304,758,H,PortlandState,25,33,58,147,148.5,120,0.5,,,,
304,759,V,Duquesne,30,37,67,141,140.5,150,0.5,,,,
304,760,H,Richmond,37,25,62,7,3.5,-170,76,,,,
304,761,V,St.Josephs,36,30,66,151.5,153.5,175,2.5,,,,
304,762,H,Massachusetts,59,41,100,2,5,-200,80.5,,,,
304,763,V,RhodeIsland,31,41,72,134.5,137.5,160,0.5,,,,
304,764,H,Dayton,40,44,84,2.5,3.5,-180,73,,,,
304,765,V,GeoWashington,25,34,59,135.5,135,270,71,,,,
304,766,H,GeorgeMason,22,51,73,6,7.5,-330,6,,,,
304,767,N,SoIllinois,38,35,73,139,2,-145,68.5,,,,
304,768,N,Bradley,32,31,63,pk,126.5,125,0.5,,,,
304,769,N,IllinoisState,29,31,60,141.5,139.5,205,74,,,,
304,770,N,NorthernIowa,30,35,65,6,6,-245,4,,,,
304,771,N,MurrayState,31,26,65,1,2.5,-160,2,,,,
304,772,N,JacksonvilleSt,29,28,68,139,139.5,140,73.5,,,,
304,773,N,AustinPeay,37,30,67,154.5,158,115,84,,,,
304,774,N,EasternKentucky,37,33,70,3,2.5,-135,2,,,,
304,775,N,SanDiego,17,34,51,142.5,142,250,74,,,,
304,776,N,SanFrancisco,30,37,67,8,7,-300,1,,,,
304,777,N,PortlandU,45,41,86,144.5,144,750,78.5,,,,
304,778,N,SantaClara,46,49,95,14,14,-1200,8.5,,,,
304,307045,V,FloridaA&M,33,38,71,129,130,130,70.5,,,,
304,307046,H,NCCentral,34,40,74,3,3,-150,2.5,,,,
304,307047,V,NichollsState,34,46,80,6,5,-220,4,,,,
304,307048,H,McNeeseState,37,30,67,153.5,153,190,81,,,,
304,307049,V,AlcornState,39,39,78,143.5,145,525,78,,,,
304,307050,H,TexasSouthern,34,46,80,12,12,-750,8.5,,,,
304,307051,V,Southern,29,32,61,135,140,230,73,,,,
304,307052,H,PrairieViewA&M,32,36,68,6.5,6.5,-270,3.5,,,,
304,307053,V,AlabamaState,28,40,68,135,136.5,260,73.5,,,,
304,307054,H,Grambling,44,47,91,8.5,7,-310,0.5,,,,
304,307055,V,AlabamaA&M,19,16,35,123,127,300,65,,,,
304,307056,H,JacksonState,20,30,50,8.5,7.5,-360,4.5,,,,
304,307057,V,KennesawSt,23,36,59,130.5,128,950,64.5,,,,
304,307058,H,Liberty,23,46,69,18,17.5,-1800,10.5,,,,
304,307059,V,NorthAlabama,27,41,68,145.5,146,135,74.5,,,,
304,307060,H,NorthFlorida,27,33,60,3,3,-155,2,,,,
304,307061,V,FlaGulfCoast,31,41,72,136.5,140,175,75,,,,
304,307062,H,Lipscomb,35,25,60,4,4.5,-200,3,,,,
304,307063,V,Stetson,43,30,73,144.5,140,210,76.5,,,,
304,307064,H,Bellarmine,39,31,70,5,6,-250,5,,,,
304,307065,V,Campbell,37,41,78,127,124.5,115,68,,,,
304,307066,H,Radford,25,35,60,1,2.5,-135,5.5,,,,
304,307067,V,Longwood,30,31,61,140,143.5,650,77,,,,
304,307068,H,Winthrop,44,38,82,11.5,13,-1000,3.5,,,,
305,805,V,IdahoState,32,30,62,145.5,145,600,NL,,,,
305,806,H,E.Washington,47,28,75,12,12.5,-900,NL,,,,
305,807,V,St.Peter's,30,36,66,3,3.5,-160,3,,,,
305,808,H,Quinnipiac,33,31,64,131,131,140,70.5,,,,
305,809,V,Monmouth,24,41,65,5,5.5,-230,5.5,,,,
305,810,H,Rider,28,34,62,156,153.5,195,79,,,,
305,811,V,NoIllinois,37,42,79,144.5,145.5,195,77.5,,,,
305,812,H,CentralMichigan,30,44,74,6,4.5,-230,4,,,,
305,813,V,KentState,24,43,67,152.5,154.5,200,78.5,,,,
305,814,H,Buffalo,33,48,81,5,6,-240,1,,,,
305,815,V,Fairfield,40,45,85,125,123,175,67.5,,,,
305,816,H,Manhattan,31,36,67,5,4.5,-200,5,,,,
305,817,V,BostonCollege,31,45,76,142.5,142,155,75.5,,,,
305,818,H,MiamiFlorida,34,46,80,3.5,4,-175,1.5,,,,
305,819,V,MiddleTennSt,22,32,54,139,138,425,73,,,,
305,820,H,FlaAtlantic,41,22,63,9.5,10,-550,2,,,,
305,823,V,Hawaii,37,36,73,141,140,135,75,,,,
305,824,H,UCDavis,30,38,68,2,3.5,-155,3.5,,,,
305,825,V,Canisius,37,39,76,140.5,140,220,76.5,,,,
305,826,H,Siena,46,29,75,6,6,-260,1,,,,
305,827,V,BallState,34,36,70,152.5,155,425,81.5,,,,
305,828,H,Toledo,38,51,89,11.5,9.5,-550,5,,,,
305,829,V,CalRiverside,39,33,72,9.5,8.5,-400,5,,,,
305,830,H,CSNorthridge,36,32,68,144.5,145.5,330,78.5,,,,
305,831,V,EasternMichigan,30,34,64,135.5,134,110,70,,,,
305,832,H,WesternMichigan,21,42,63,2.5,2.5,-130,3.5,,,,
305,833,V,CalIrvine,25,35,71,8.5,8.5,-400,6,,,,
305,834,H,LongBeachState,26,34,68,142,143.5,330,74.5,,,,
305,835,V,CharlotteU,31,36,67,138.5,138.5,575,75,,,,
305,836,H,Marshall,47,28,75,13,12.5,-850,4.5,,,,
305,839,V,GeorgiaTech,31,44,75,10.5,8.5,-400,3.5,,,,
305,840,H,WakeForest,25,38,63,137,135.5,330,71,,,,
305,841,V,CalPolySLO,23,34,57,127.5,129.5,1200,69,,,,
305,842,H,CalSantaBarb,33,38,71,20.5,19.5,-3000,9,,,,
305,843,V,UAB,33,32,65,126.5,127,200,67.5,,,,
305,844,H,NorthTexas,26,25,51,7,5,-240,4.5,,,,
305,845,V,OldDominion,30,41,71,137.5,136.5,260,73.5,,,,
305,846,H,WesternKentucky,41,28,69,7.5,7,-310,1.5,,,,
305,847,V,TarletonSt,36,29,65,130.5,132,165,70.5,,,,
305,848,H,UTRioGrandeValley,28,19,47,6,4,-185,4,,,,
305,849,V,CSFullerton,43,42,85,149,149,130,79.5,,,,
305,850,H,UCSanDiego,41,48,89,2,2.5,-150,2,,,,
305,851,V,UtahValley,27,32,59,138,138.5,375,72,,,,
305,852,H,GrandCanyon,24,31,55,9.5,9,-450,6,,,,
305,853,V,SeattleU,45,35,80,148.5,149,145,80,,,,
305,854,H,CaliforniaBaptist,35,44,79,4,3.5,-165,4.5,,,,
305,855,V,NewMexicoState,45,31,76,10,12,-900,5,,,,
305,856,H,DixieState,36,30,66,139,139,600,75.5,,,,
305,857,V,ColoradoState,44,38,82,1,145,-110,77.5,,,,
305,858,H,Nevada,37,48,85,145,1.5,-110,3,,,,
305,859,V,Duquesne,19,40,59,131,130,270,68,,,,
305,860,H,St.Bonaventure,40,35,75,7.5,7.5,-330,0.5,,,,
305,861,V,Massachusetts,33,39,72,145,143.5,350,NL,,,,
305,862,H,SaintLouis,46,40,86,6,9,-420,NL,,,,
305,863,V,Dayton,26,42,68,133.5,134.5,160,1.5,,,,
305,864,H,VaCommonwealth,37,36,73,4.5,3.5,-180,71,,,,
305,865,V,GeorgeMason,32,35,67,131,131,200,1,,,,
305,866,H,Davidson,49,50,99,5,5.5,-240,72.5,,,,
305,867,N,SoIllinois,22,27,49,124.5,121,1100,64.5,,,,
305,868,N,LoyolaChicago,35,38,73,14,17,-2500,6.5,,,,
305,869,N,Evansville,29,14,43,134.5,129.5,200,NL,,,,
305,870,N,IndianaState,31,22,53,5,5.5,-240,NL,,,,
305,873,N,Valparaiso,13,42,55,135.5,134.5,260,1,,,,
305,874,N,MissouriSt,31,35,66,8,7,-310,69.5,,,,
305,875,N,WesternCarolina,39,47,86,2,3,-160,82.5,,,,
305,876,N,TheCitadel,32,68,100,159.5,156.5,140,0.5,,,,
305,877,N,Samford,22,37,59,149.5,147.5,270,76.5,,,,
305,878,N,Mercer,39,48,87,7,7.5,-330,0.5,,,,
305,879,N,GeorgiaSouthern,26,32,58,137,136.5,100,0.5,,,,
305,880,N,ArkansasState,31,31,62,1.5,1.5,-120,72,,,,
305,881,N,ULMonroe,46,26,72,134.5,135,190,74.5,,,,
305,882,N,SouthAlabama,44,36,80,5,5,-220,4.5,,,,
305,883,N,ArkansasLR,29,31,60,132.5,133.5,120,71.5,,,,
305,884,N,AppalachianSt,30,37,67,pk,2.5,-140,1.5,,,,
305,885,N,Troy,39,52,91,132,133,260,72.5,,,,
305,886,N,UTArlington,31,55,86,5,7,-310,6,,,,
305,887,N,JacksonvilleSt,28,41,69,147.5,147.5,260,77,,,,
305,888,N,Belmont,36,36,72,8,7.5,-310,2.5,,,,
305,889,N,EasternKentucky,28,36,64,139.5,144,105,75.5,,,,
305,890,N,MoreheadState,31,36,67,1.5,2,-125,0.5,,,,
305,891,N,SanFrancisco,31,35,66,139.5,2.5,-150,2.5,,,,
305,892,N,LoyolaMarymount,31,39,70,pk,137,130,71.5,,,,
305,893,N,SantaClara,47,34,81,134.5,137,130,74.5,,,,
305,894,N,Pacific,31,45,76,4,3.5,-150,5.5,,,,
305,895,V,SacramentoState,36,39,75,135,134,190,NL,,,,
305,896,H,MontanaState,35,42,77,4.5,5,-220,NL,,,,
305,307101,V,MorganState,42,50,92,11.5,12.5,-850,4.5,,,,
305,307102,H,DelawareState,30,37,67,157.5,157,575,81.5,,,,
305,307103,V,ArkPineBluff,40,42,82,8.5,10,-550,3.5,,,,
305,307104,H,MissValleySt,31,28,59,139.5,138.5,425,74,,,,
305,307105,N,Stetson,26,38,64,136.5,133.5,425,NL,,,,
305,307106,N,Liberty,34,43,77,10,10,-550,NL,,,,
305,307107,N,FlaGulfCoast,36,45,81,2,4,-145,3,,,,
305,307108,N,NorthAlabama,40,56,96,134,137,125,74,,,,
306,601,V,FloridaState,31,42,73,6.5,7,-310,7,,,,
306,602,H,NotreDame,47,36,83,152.5,152.5,260,81,,,,
306,603,V,Pittsburgh,36,26,62,128.5,129,330,70,,,,
306,604,H,Clemson,38,39,77,7,9,-400,5,,,,
306,605,V,Rutgers,37,26,77,3,3.5,-160,73.5,,,,
306,606,H,Minnesota,28,35,70,140.5,139.5,140,1,,,,
306,607,V,Georgetown,24,58,82,137,139,375,74.5,,,,
306,608,H,Connecticut,51,47,98,10,9.5,-450,1,,,,
306,609,V,SouthCarolina,28,36,64,147.5,147.5,280,78,,,,
306,610,H,Kentucky,36,56,92,7,8,-340,2.5,,,,
306,611,V,MississippiSt,34,37,71,141.5,140,-110,75,,,,
306,612,H,Auburn,32,46,78,2,1.5,-110,0.5,,,,
306,613,V,SouthFlorida,28,35,63,137.5,137.5,525,74,,,,
306,614,H,WichitaState,38,42,80,11.5,12,-750,4.5,,,,
306,615,V,SacramentoState,30,44,74,137,135.5,140,72,,,,
306,616,H,MontanaState,29,44,73,4,3.5,-160,3,,,,
306,617,V,OklahomaState,34,51,85,149.5,147,425,77,,,,
306,618,H,WestVirginia,39,41,80,7,10,-550,4.5,,,,
306,619,V,ArizonaState,28,31,59,148,147,160,2,,,,
306,620,H,UtahU,41,57,98,3,4,-180,77,,,,
306,621,V,IndianaU,20,38,58,133.5,133.5,260,68.5,,,,
306,622,H,Purdue,29,38,67,8,7,-310,2.5,,,,
306,625,V,CharlotteU,34,32,66,139,139.5,525,74,,,,
306,626,H,Marshall,34,41,75,12,12,-750,8,,,,
306,627,V,Alabama,30,59,89,9,7,-310,7,,,,
306,628,H,Georgia,36,43,79,155.5,160.5,260,85,,,,
306,629,V,Villanova,21,31,52,4.5,4.5,-200,6.5,,,,
306,630,H,Providence,38,16,54,137.5,138.5,175,73.5,,,,
306,631,V,LSU,40,46,86,155.5,156,150,84,,,,
306,632,H,Missouri,40,40,80,pk,3.5,-170,2.5,,,,
306,633,V,SouthernUtah,41,32,73,2.5,4,-180,74.5,,,,
306,634,H,PortlandState,25,29,54,145.5,146.5,160,2,,,,
306,635,V,Illinois,41,32,73,152,150.5,130,80,,,,
306,636,H,OhioState,37,31,68,2,2.5,-150,2,,,,
306,637,V,USC,25,39,64,1.5,2,-140,3.5,,,,
306,638,H,UCLA,36,27,63,135,135,120,71,,,,
306,639,V,Virginia,28,40,68,2.5,1.5,-125,63.5,,,,
306,640,H,Louisville,21,37,58,123.5,122,105,1,,,,
306,641,V,TexasA&M,41,39,80,136,137,900,75,,,,
306,642,H,Arkansas,38,49,87,15,15,-1600,10,,,,
306,643,V,Butler,32,41,73,133.5,134,650,72.5,,,,
306,644,H,Creighton,46,47,93,12.5,12.5,-1000,3.5,,,,
306,645,V,IowaState,25,31,56,133.5,133,180,71,,,,
306,646,H,KansasState,33,28,61,3.5,5,-210,1,,,,
306,647,V,UAB,36,29,65,126,125,170,67,,,,
306,648,H,NorthTexas,28,33,61,5,4.5,-190,4,,,,
306,649,V,OldDominion,33,24,57,137,137.5,250,73.5,,,,
306,650,H,WesternKentucky,36,24,60,7,7,-300,3.5,,,,
306,651,V,Duke,26,47,73,148.5,151.5,130,2.5,,,,
306,652,H,NorthCarolina,42,49,91,2.5,3,-150,78,,,,
306,653,V,Vanderbilt,22,24,46,137.5,134,330,70,,,,
306,654,H,Mississippi,34,22,56,8.5,9,-400,2,,,,
306,655,V,Hawaii,30,36,66,139.5,140,145,74,,,,
306,656,H,UCDavis,36,38,74,2.5,3.5,-165,0.5,,,,
306,657,V,SetonHall,38,33,71,153.5,2.5,-140,79.5,,,,
306,658,H,St.Johns,28,53,81,1,153.5,120,2,,,,
306,659,V,CalRiverside,33,33,66,8,8.5,-365,7,,,,
306,660,H,CSNorthridge,38,27,65,145,143,305,77,,,,
306,661,V,CalIrvine,35,38,73,7,8.5,-350,4,,,,
306,662,H,LongBeachState,30,28,58,141,141.5,290,75,,,,
306,663,V,CalPolySLO,24,30,54,129,129,1200,68.5,,,,
306,664,H,CalSantaBarb,31,39,70,19,19.5,-3000,9,,,,
306,665,V,TarletonSt,28,41,69,131,130.5,135,69,,,,
306,666,H,UTRioGrandeValley,28,30,58,2.5,3,-155,2.5,,,,
306,667,V,CSFullerton,39,39,78,150.5,151,130,80,,,,
306,668,H,UCSanDiego,35,50,85,2.5,2.5,-150,2.5,,,,
306,669,V,Xavier,24,35,59,143.5,144,105,1,,,,
306,670,H,Marquette,32,34,66,2.5,2,-125,76,,,,
306,671,V,UtahValley,30,34,64,136,138,280,73,,,,
306,672,H,GrandCanyon,35,39,74,8,7,-340,3,,,,
306,673,V,SeattleU,28,48,76,149.5,150,135,2,,,,
306,674,H,CaliforniaBaptist,39,40,79,3.5,3.5,-155,78.5,,,,
306,675,V,NewMexicoState,40,28,68,11,12.5,-700,6,,,,
306,676,H,DixieState,34,22,56,139,139.5,500,75,,,,
306,677,V,UtahState,17,40,57,8,9,-450,7.5,,,,
306,678,H,FresnoState,27,24,51,132,132.5,375,69,,,,
306,679,V,UNLV,34,35,69,146.5,1.5,-120,3.5,,,,
306,680,H,Wyoming,43,37,80,pk,144.5,100,77.5,,,,
306,681,N,TheCitadel,39,33,72,152.5,153,450,81.5,,,,
306,682,N,NCGreensboro,45,35,80,9.5,11.5,-600,5.5,,,,
306,683,N,ETennesseeSt,23,40,63,131.5,4,-180,2,,,,
306,684,N,Chattanooga,21,32,53,pk,130,160,68,,,,
306,685,N,Mercer,40,22,62,142,141,150,74.5,,,,
306,686,N,Wofford,23,38,61,2.5,3.5,-170,5.5,,,,
306,687,N,VMI,35,45,91,150,151.5,330,80,,,,
306,688,N,Furman,42,38,90,7,9,-400,3,,,,
306,689,N,IndianaState,28,21,49,124.5,121.5,450,64,,,,
306,690,N,LoyolaChicago,42,23,65,10,11.5,-600,4,,,,
306,691,N,MissouriSt,37,32,69,143,139,105,75,,,,
306,692,N,Drake,40,31,71,2.5,1.5,-125,0.5,,,,
306,693,N,Towson,24,24,48,135,133.5,155,70.5,,,,
306,694,N,Elon,30,39,69,3,4,-175,1,,,,
306,695,N,NCWilmington,21,39,60,3.5,4.5,-200,5.5,,,,
306,696,N,William&Mary,33,40,73,147.5,145,175,75.5,,,,
306,697,N,SaintLouis,25,28,53,2,2.5,-145,3.5,,,,
306,698,N,St.Bonaventure,33,38,71,132,130.5,125,68.5,,,,
306,699,V,Davidson,17,35,52,133,134,115,1.5,,,,
306,700,H,VaCommonwealth,24,40,64,1.5,2,-135,67,,,,
306,701,V,SouthAlabama,33,35,68,1,146.5,120,76,,,,
306,702,H,ULLafayette,29,50,79,145.5,2.5,-140,2.5,,,,
306,703,V,ArkansasState,33,35,68,148,148,300,78,,,,
306,704,H,GeorgiaState,34,37,71,7.5,8.5,-360,5,,,,
306,705,V,Troy,26,42,68,137,141,360,73.5,,,,
306,706,H,CoastalCarolina,33,53,86,8,9.5,-430,3.5,,,,
306,707,V,AppalachianSt,20,45,76,122.5,122.5,180,65,,,,
306,708,H,TexasState,26,39,73,3.5,5,-210,1,,,,
306,709,N,NebraskaOmaha,31,40,71,154.5,154,775,81,,,,
306,710,N,SouthDakotaState,40,44,84,13.5,14,-1300,6,,,,
306,711,N,WesternIllinois,30,39,69,156,151.5,250,81,,,,
306,712,N,SouthDakota,43,43,86,8,7,-300,0.5,,,,
306,713,N,MoreheadState,43,43,86,137.5,137,245,73.5,,,,
306,714,N,Belmont,32,39,71,6,7,-290,6.5,,,,
306,715,N,LoyolaMarymount,21,26,47,124.5,123,190,63,,,,
306,716,N,SaintMarysCA,24,28,52,4,5.5,-220,2.5,,,,
306,717,N,SantaClara,35,35,70,148,150.5,160,80,,,,
306,718,N,Pepperdine,40,38,78,4,4,-180,1,,,,
306,307201,V,CentralArkansas,31,39,70,152.5,154.5,145,1.5,,,,
306,307202,H,NorthwesternSt,40,39,79,5,3.5,-165,81,,,,
306,307203,V,IncarnateWord,30,30,60,130.5,130.5,1500,70,,,,
306,307204,H,AbileneChristian,44,41,85,20,20.5,-5000,8.5,,,,
306,307205,V,Lamar,32,28,60,143.5,142,-105,73.5,,,,
306,307206,H,McNeeseState,17,34,51,1,pk,-115,1.5,,,,
306,307207,V,StephenF.Austin,28,36,64,148.5,1,-120,75.5,,,,
306,307208,H,SamHoustonSt,19,40,59,1.5,148.5,100,1.5,,,,
306,307209,V,TexasA&MCorpus,48,46,94,143.5,147.5,180,79,,,,
306,307210,H,HoustonBaptist,24,46,70,5,4.5,-210,7.5,,,,
306,307211,V,AlcornState,38,31,69,133.5,137,550,74.5,,,,
306,307212,H,PrairieViewA&M,36,45,81,11,12.5,-800,7.5,,,,
306,307213,V,AlabamaA&M,42,30,72,128.5,129.5,270,72,,,,
306,307214,H,Grambling,32,48,80,7,7.5,-330,7.5,,,,
306,307215,V,AlabamaState,26,28,54,127.5,130.5,700,71.5,,,,
306,307216,H,JacksonState,43,36,79,14.5,14,-1100,5.5,,,,
